patent,kind,claims,apptype,appnum,gdate,appdate
08342913,B2,13,,12514107,20130101,20071108
08342914,B2,16,,12539889,20130101,20090812
08342915,B1,22,,12716635,20130101,20100303
08342916,B2,12,,12732391,20130101,20100326
08342917,B2,16,,12931201,20130101,20110126
08342918,B2,19,,13217960,20130101,20110825
08342919,B1,20,,13493269,20130101,20120611
08342920,B2,18,,12254645,20130101,20081020
08342921,B2,13,,12278631,20130101,20070206
08342922,B2,16,,11831313,20130101,20070731
08342923,B2,4,,12381878,20130101,20090316
08342924,B2,20,,12760185,20130101,20100414
08342925,B2,19,,12563370,20130101,20090921
08342926,B2,22,,12283846,20130101,20080915
08342927,B2,21,,12596938,20130101,20080418
08342928,B1,19,,12130447,20130101,20080530
08342929,B2,21,,12829905,20130101,20100702
08342930,B2,10,,13074512,20130101,20110329
08342931,B2,18,,13454736,20130101,20120424
08342932,B2,8,,11478360,20130101,20060629
08342933,B2,9,,13231230,20130101,20110913
08342934,B2,4,,12469464,20130101,20090520
08342935,B1,138,,09967221,20130101,20010928
08342936,B2,15,,11734805,20130101,20070413
08342937,B2,20,,11868840,20130101,20071008
08342938,B2,19,,12247844,20130101,20081008
08342939,B2,15,,12820822,20130101,20100622
08342940,B2,17,,13445059,20130101,20120412
08342941,B2,25,,13542122,20130101,20120705
08342942,B2,33,,11536059,20130101,20060928
08342943,B1,13,,11737657,20130101,20070419
08342944,B2,20,,12278857,20130101,20070209
08342945,B2,11,,12305561,20130101,20070608
08342946,B2,20,,12497668,20130101,20090704
08342947,B2,23,,12618427,20130101,20091113
08342948,B2,25,,12792466,20130101,20100602
08342949,B2,36,,13010503,20130101,20110120
08342950,B1,17,,13177776,20130101,20110707
08342951,B2,12,,13198608,20130101,20110804
08342952,B2,14,,13217995,20130101,20110825
08342953,B2,20,,13293232,20130101,20111110
08342954,B2,14,,13311694,20130101,20111206
08342955,B2,33,,12401289,20130101,20090310
08342956,B2,34,,11919733,20130101,20060530
08342957,B2,16,,13232900,20130101,20110914
08342958,B2,12,,13328902,20130101,20111216
08342959,B2,18,,11998185,20130101,20071129
08342960,B2,6,,11946104,20130101,20071128
08342961,B2,20,,12810246,20130101,20081226
08342962,B2,6,,12014872,20130101,20080116
08342963,B2,23,,12422227,20130101,20090410
08342964,B2,1,,12685050,20130101,20100111
08342965,B2,10,,11864615,20130101,20070928
08342966,B2,56,,12258297,20130101,20081024
08342967,B2,30,,13244923,20130101,20110926
08342968,B2,10,,12071723,20130101,20080226
08342969,B2,11,,13055219,20130101,20090729
08342970,B2,10,,13017805,20130101,20110131
08342971,B2,6,,12522981,20130101,20080107
08342972,B2,5,,12663888,20130101,20080530
08342973,B2,16,,13432591,20130101,20120328
08342974,B2,5,,12737289,20130101,20090701
08342975,B1,20,,12874384,20130101,20100902
08342976,B2,21,,12899271,20130101,20101006
08342977,B2,7,,12597085,20130101,20080423
08342978,B2,10,,12657567,20130101,20100125
08342979,B2,4,,12869310,20130101,20100826
08342980,B2,24,,12822858,20130101,20100624
08342981,B2,12,,13430596,20130101,20120326
08342982,B2,20,,12760740,20130101,20100415
08342983,B1,20,,12754484,20130101,20100405
08342984,B2,21,,12467858,20130101,20090518
08342985,B2,8,,12412824,20130101,20090327
08342986,B2,15,,12924067,20130101,20100921
08342987,B2,2,,12232214,20130101,20080911
08342988,B1,16,,12925756,20130101,20101029
08342989,B2,8,,12618512,20130101,20091113
08342990,B1,15,,12655294,20130101,20091229
08342991,B2,16,,12799313,20130101,20100422
08342992,B2,5,,12620169,20130101,20091117
08342993,B2,17,,12645230,20130101,20091222
08342994,B2,13,,12389743,20130101,20090220
08342995,B2,15,,12741186,20130101,20081103
08342996,B2,20,,12507307,20130101,20090722
08342997,B2,4,,12695593,20130101,20100128
08342998,B2,24,,12421379,20130101,20090409
08342999,B2,20,,13287790,20130101,20111102
08343000,B2,18,,12624462,20130101,20091124
08343001,B2,6,,12744084,20130101,20081222
08343002,B1,20,,13164390,20130101,20110620
08343003,B2,7,,12155809,20130101,20080610
08343004,B2,5,,12476968,20130101,20090602
08343005,B2,19,,13049940,20130101,20110317
08343006,B2,3,,12744459,20130101,20081204
08343007,B2,16,,13017944,20130101,20110131
08343008,B1,14,,13551925,20130101,20120718
08343009,B2,14,,12516864,20130101,20071204
08343010,B2,20,,12413260,20130101,20090327
08343011,B2,20,,12862067,20130101,20100824
08343012,B2,21,,13359505,20130101,20120127
08343013,B1,22,,13403803,20130101,20120223
08343014,B2,11,,12966626,20130101,20101213
08343015,B2,14,,11887200,20130101,20050324
08343016,B1,17,,12925892,20130101,20101101
08343017,B2,17,,12768591,20130101,20100427
08343018,B2,8,,11633767,20130101,20061205
08343019,B2,8,,13026452,20130101,20110214
08343020,B2,11,,13034305,20130101,20110224
08343021,B1,8,,13447225,20130101,20120415
08343022,B1,13,,13361209,20130101,20120130
08343023,B2,8,,12374543,20130101,20070523
08343024,B1,20,,13465033,20130101,20120507
08343025,B2,13,,12446812,20130101,20071023
08343026,B2,15,,13469855,20130101,20120511
08343027,B1,11,,13361797,20130101,20120130
08343028,B2,24,,11582721,20130101,20061017
08343029,B2,25,,12256911,20130101,20081023
08343030,B2,18,,11553129,20130101,20061026
08343031,B2,16,,12099752,20130101,20080408
08343032,B2,12,,12353600,20130101,20090114
08343033,B2,19,,13043483,20130101,20110309
08343034,B2,10,,12119775,20130101,20080513
08343035,B2,16,,12762232,20130101,20100416
08343036,B1,13,,12975427,20130101,20101222
08343037,B2,9,,12530904,20130101,20080313
08343038,B2,16,,11631059,20130101,20060119
08343039,B2,3,,12533466,20130101,20090731
08343040,B2,42,,12467836,20130101,20090518
08343041,B2,14,,12467962,20130101,20090518
08343042,B2,6,,11478223,20130101,20060629
08343043,B2,13,,13084055,20130101,20110411
08343044,B2,17,,12482840,20130101,20090611
08343045,B2,5,,12780724,20130101,20100514
08343046,B2,25,,13417499,20130101,20120312
08343047,B2,31,,12358080,20130101,20090122
08343048,B2,15,,11931476,20130101,20071031
08343049,B2,19,,11466925,20130101,20060824
08343050,B2,21,,12435196,20130101,20090504
08343051,B2,15,,12559239,20130101,20090914
08343052,B2,19,,12302506,20130101,20070530
08343053,B2,19,,12839547,20130101,20100720
08343054,B1,12,,13079456,20130101,20110404
08343055,B2,16,,12480874,20130101,20090609
08343056,B2,28,,12775047,20130101,20100506
08343057,B2,19,,12774891,20130101,20100506
08343058,B2,7,,11637373,20130101,20061212
08343059,B1,14,,11678401,20130101,20070223
08343060,B2,8,,12071873,20130101,20080227
08343061,B2,28,,12225141,20130101,20070315
08343062,B2,18,,12915572,20130101,20101029
08343063,B2,21,,11752756,20130101,20070523
08343064,B2,13,,13115266,20130101,20110525
08343065,B2,21,,12857151,20130101,20100816
08343066,B1,5,,12240782,20130101,20080929
08343067,B2,19,,13070148,20130101,20110323
08343068,B2,46,,12786685,20130101,20100525
08343069,B2,14,,12026103,20130101,20080205
08343070,B2,5,,12827660,20130101,20100630
08343071,B2,7,,11981149,20130101,20071031
08343072,B2,22,,12173181,20130101,20080715
08343073,B2,1,,12585266,20130101,20090910
08343074,B2,10,,10883026,20130101,20040630
08343075,B2,9,,11318276,20130101,20051223
08343076,B2,21,,12357971,20130101,20090122
08343077,B1,5,,12378085,20130101,20090211
08343078,B2,22,,12616343,20130101,20091111
08343079,B2,23,,12856970,20130101,20100816
08343080,B2,11,,12424874,20130101,20090416
08343081,B2,13,,11961687,20130101,20071220
08343082,B2,9,,11916341,20130101,20060602
08343083,B1,27,,12950949,20130101,20101119
08343084,B2,37,,12915822,20130101,20101029
08343085,B2,16,,12680298,20130101,20091215
08343086,B2,29,,12800790,20130101,20100521
08343087,B2,20,,12919854,20130101,20090225
08343088,B2,24,,12603469,20130101,20091021
08343089,B2,25,,12753027,20130101,20100401
08343090,B2,11,,13333697,20130101,20111221
08343091,B2,5,,13285349,20130101,20111031
08343092,B2,34,,12625518,20130101,20091124
08343093,B2,16,,12790733,20130101,20100528
08343094,B2,2,,12837228,20130101,20100715
08343095,B2,19,,12528015,20130101,20080221
08343096,B2,51,,12347811,20130101,20081231
08343097,B2,67,,12143361,20130101,20080620
08343098,B2,38,,12494011,20130101,20090629
08343099,B2,29,,11388216,20130101,20060323
08343100,B2,20,,11437302,20130101,20060519
08343101,B2,28,,12830542,20130101,20100706
08343102,B2,9,,12830546,20130101,20100706
08343103,B2,22,,12249069,20130101,20081010
08343104,B2,29,,12164287,20130101,20080630
08343105,B2,10,,12947696,20130101,20101116
08343106,B2,7,,12951272,20130101,20101122
08343107,B2,7,,13206985,20130101,20110810
08343108,B2,25,,12893783,20130101,20100929
08343109,B2,5,,10506472,20130101,20030305
08343110,B2,24,,11579359,20130101,20050527
08343111,B2,24,,12892831,20130101,20100928
08343112,B2,34,,12956704,20130101,20101130
08343113,B2,21,,13271546,20130101,20111012
08343114,B2,12,,12567518,20130101,20090925
08343115,B2,20,,12534274,20130101,20090803
08343116,B2,20,,12346582,20130101,20081230
08343117,B1,4,,12689893,20130101,20100119
08343118,B2,24,,11384145,20130101,20060316
08343119,B2,2,,12623890,20130101,20091123
08343120,B2,7,,13484819,20130101,20120531
08343121,B2,20,,12450714,20130101,20080408
08343122,B2,19,,12766417,20130101,20100423
08343123,B2,17,,12516870,20130101,20071212
08343124,B2,14,,12746427,20130101,20081204
08343125,B2,13,,12739135,20130101,20081211
08343126,B2,24,,11810715,20130101,20070607
08343127,B1,19,,09444080,20130101,19991122
08343128,B2,23,,10509673,20130101,20030425
08343129,B2,33,,12304984,20130101,20070615
08343130,B2,27,,13088140,20130101,20110415
08343131,B2,39,,12748049,20130101,20100326
08343132,B2,33,,12871405,20130101,20100830
08343133,B2,18,,12966630,20130101,20101213
08343134,B2,9,,12308244,20130101,20070613
08343135,B2,15,,12415304,20130101,20090331
08343136,B2,10,,12198484,20130101,20080826
08343137,B2,31,,12934448,20130101,20080401
08343138,B2,17,,13233326,20130101,20110915
08343139,B2,10,,11925418,20130101,20071026
08343140,B2,20,,12378341,20130101,20090212
08343141,B2,10,,12833766,20130101,20100709
08343142,B2,20,,12093580,20130101,20061115
08343143,B2,19,,12838980,20130101,20100719
08343144,B2,17,,12369366,20130101,20090211
08343145,B2,3,,12568551,20130101,20090928
08343146,B2,12,,12528193,20130101,20080225
08343147,B2,23,,12446969,20130101,20071023
08343148,B2,24,,12453008,20130101,20090427
08343149,B2,16,,12147093,20130101,20080626
08343150,B2,6,,12503256,20130101,20090715
08343151,B2,18,,12576380,20130101,20091009
08343152,B2,24,,13439734,20130101,20120404
08343153,B2,16,,10597842,20130101,20050210
08343154,B2,17,,11904078,20130101,20070926
08343155,B2,23,,12120708,20130101,20080515
08343156,B2,20,,13177589,20130101,20110707
08343157,B2,26,,11807210,20130101,20070525
08343158,B2,8,,12527493,20130101,20080214
08343159,B2,9,,12240988,20130101,20080929
08343160,B2,20,,12637900,20130101,20091215
08343161,B2,10,,12548791,20130101,20090827
08343162,B2,18,,11982805,20130101,20071105
08343163,B1,14,,12378685,20130101,20090217
08343164,B2,31,,12739507,20130101,20081023
08343165,B2,7,,12088104,20130101,20060926
08343166,B2,21,,11172722,20130101,20050630
08343167,B2,6,,12187227,20130101,20080806
08343168,B2,17,,12021903,20130101,20080129
08343169,B2,18,,12844115,20130101,20100727
08343170,B2,14,,11503617,20130101,20060814
08343171,B2,15,,12171413,20130101,20080711
08343172,B2,15,,12595251,20130101,20080116
08343173,B2,13,,12133319,20130101,20080604
08343174,B2,24,,12554162,20130101,20090904
08343175,B2,16,,12767731,20130101,20100426
08343176,B2,19,,12952621,20130101,20101123
08343177,B2,18,,12592479,20130101,20091125
08343178,B2,10,,11196607,20130101,20050802
08343179,B2,21,,13245836,20130101,20110926
08343180,B2,8,,12906248,20130101,20101018
08343181,B2,3,,11680834,20130101,20070301
08343182,B2,23,,12553831,20130101,20090903
08343183,B2,20,,12771656,20130101,20100430
08343184,B2,11,,13284134,20130101,20111028
08343185,B2,11,,13462233,20130101,20120502
08343186,B2,20,,11097172,20130101,20050404
08343187,B2,10,,11838058,20130101,20070813
08343188,B2,29,,13453686,20130101,20120423
08343189,B2,14,,12238196,20130101,20080925
08343190,B1,15,,12412354,20130101,20090326
08343191,B2,13,,11960428,20130101,20071219
08343192,B2,23,,12421569,20130101,20090409
08343193,B2,16,,13406048,20130101,20120227
08343194,B2,11,,12228724,20130101,20080815
08343195,B2,7,,12823755,20130101,20100625
08343196,B2,27,,11361942,20130101,20060224
08343197,B2,2,,12101508,20130101,20080411
08343198,B2,24,,12316661,20130101,20081215
08343199,B2,24,,12874801,20130101,20100902
08343200,B2,29,,11684764,20130101,20070312
08343201,B2,10,,12535026,20130101,20090804
08343202,B2,13,,12060790,20130101,20080401
08343203,B2,9,,12673349,20130101,20080807
08343204,B2,26,,12092120,20130101,20061031
08343205,B2,12,,12750061,20130101,20100330
08343206,B2,3,,13285627,20130101,20111031
08343207,B2,6,,12694080,20130101,20100126
08343208,B2,38,,12949481,20130101,20101118
08343209,B2,19,,13533662,20130101,20120626
08343210,B2,16,,11597759,20130101,20050525
08343211,B2,19,,11300033,20130101,20051214
08343212,B2,14,,12599865,20130101,20080515
08343213,B2,13,,10971535,20130101,20041021
08343214,B2,15,,12581152,20130101,20091018
08343215,B2,24,,12182056,20130101,20080729
08343216,B2,6,,12840843,20130101,20100721
08343217,B2,4,,12849451,20130101,20100803
08343218,B2,51,,12317416,20130101,20081222
08343219,B2,46,,12134884,20130101,20080606
08343220,B2,32,,12658220,20130101,20100203
08343221,B2,6,,12782844,20130101,20100519
08343222,B2,25,,11912582,20130101,20060428
08343223,B2,9,,12836285,20130101,20100714
08343224,B2,20,,13049693,20130101,20110316
08343225,B2,5,,12788370,20130101,20100527
08343226,B2,20,,12666567,20130101,20080702
08343227,B2,9,,12788966,20130101,20100527
08343228,B2,19,,12203259,20130101,20080903
08343229,B2,25,,12838117,20130101,20100716
08343230,B2,29,,11232594,20130101,20050922
08343231,B1,17,,11736383,20130101,20070417
08343232,B2,22,,13291535,20130101,20111108
08343233,B2,1,,12826633,20130101,20100629
08343234,B2,19,,12097798,20130101,20061207
08343235,B2,21,,10672907,20130101,20030926
08343236,B2,13,,12604917,20130101,20091023
08343237,B2,15,,12809544,20130101,20081217
08343238,B1,45,,13341473,20130101,20111230
08343239,B2,20,,12289257,20130101,20081023
08343240,B2,17,,12865206,20130101,20090130
08343241,B2,44,,12703826,20130101,20100211
08343242,B2,11,,12306573,20130101,20070629
08343243,B2,17,,12416050,20130101,20090331
08343244,B2,41,,12671366,20130101,20080730
08343245,B2,22,,13022188,20130101,20110207
08343246,B2,13,,12670456,20130101,20080625
08343247,B2,28,,12066233,20130101,20050909
08343248,B2,16,,12743079,20130101,20081111
08343249,B2,19,,13381499,20130101,20100719
08343250,B2,5,,11799562,20130101,20070502
08343251,B2,29,,12102434,20130101,20080414
08343252,B2,8,,13417743,20130101,20120312
08343253,B2,15,,12449564,20130101,20080215
08343254,B2,5,,12603080,20130101,20091021
08343255,B2,16,,12505736,20130101,20090720
08343256,B2,4,,12734863,20130101,20071227
08343257,B2,18,,12623355,20130101,20091120
08343258,B2,20,,12749682,20130101,20100330
08343259,B2,10,,12748511,20130101,20100329
08343260,B2,17,,12676555,20130101,20080912
08343261,B2,19,,12921505,20130101,20090317
08343262,B2,11,,13157708,20130101,20110610
08343263,B2,4,,12921206,20130101,20090220
08343264,B2,14,,13544156,20130101,20120709
08343265,B2,20,,12883998,20130101,20100916
08343266,B2,13,,12299311,20130101,20070119
08343267,B2,9,,13030175,20130101,20110218
08343268,B2,31,,11290788,20130101,20051130
08343269,B2,11,,12875357,20130101,20100903
08343270,B2,8,,10938260,20130101,20040910
08343271,B1,9,,12583342,20130101,20090818
08343272,B2,9,,12799562,20130101,20100427
08343273,B1,11,,13435781,20130101,20120330
08343274,B2,3,,12463710,20130101,20090511
08343275,B2,4,,12449878,20130101,20080228
08343276,B2,16,,12487625,20130101,20090618
08343277,B2,12,,12710549,20130101,20100223
08343278,B2,18,,12656595,20130101,20100204
08343279,B2,19,,11127753,20130101,20050512
08343280,B2,20,,11390471,20130101,20060328
08343281,B2,25,,12711495,20130101,20100224
08343282,B2,20,,12649760,20130101,20091230
08343283,B2,8,,12385700,20130101,20090416
08343284,B2,4,,13163276,20130101,20110617
08343285,B2,9,,12518390,20130101,20071115
08343286,B2,23,,13132271,20130101,20091201
08343287,B2,19,,13104580,20130101,20110510
08343288,B2,27,,12919159,20130101,20090306
08343289,B2,20,,12830904,20130101,20100706
08343290,B2,13,,12672082,20130101,20080827
08343291,B1,12,,12724357,20130101,20100315
08343292,B1,11,,13342528,20130101,20120103
08343293,B2,14,,12214005,20130101,20080616
08343294,B2,7,,13524847,20130101,20120615
08343295,B2,11,,13223366,20130101,20110901
08343296,B2,18,,12781901,20130101,20100518
08343297,B2,19,,12969597,20130101,20101216
08343298,B2,13,,11956216,20130101,20071213
08343299,B2,7,,13327902,20130101,20111216
08343300,B2,24,,12975521,20130101,20101222
08343301,B2,11,,12675752,20130101,20080827
08343302,B2,10,,12275010,20130101,20081120
08343303,B2,16,,12902194,20130101,20101012
08343304,B2,20,,13095289,20130101,20110427
08343305,B2,13,,11896637,20130101,20070904
08343306,B2,5,,12046094,20130101,20080311
08343307,B2,11,,12257104,20130101,20081023
08343308,B2,6,,12441429,20130101,20080820
08343309,B2,15,,11735549,20130101,20070416
08343310,B2,6,,11866421,20130101,20071003
08343311,B2,19,,12421740,20130101,20090410
08343312,B2,28,,11915682,20130101,20060524
08343313,B2,8,,12162541,20130101,20070223
08343314,B2,14,,11971117,20130101,20080108
08343315,B2,6,,12761795,20130101,20100416
08343316,B2,12,,12615889,20130101,20091110
08343317,B2,15,,12244318,20130101,20081002
08343318,B2,32,,12731713,20130101,20100325
08343319,B1,9,,12238156,20130101,20080925
08343320,B2,18,,11883648,20130101,20050204
08343321,B2,10,,13181961,20130101,20110713
08343322,B2,12,,12529870,20130101,20080128
08343323,B2,17,,12988179,20130101,20090416
08343324,B2,42,,12716457,20130101,20100303
08343325,B2,29,,11737448,20130101,20070419
08343326,B2,5,,12166372,20130101,20080702
08343327,B2,27,,12787330,20130101,20100525
08343328,B2,21,,12670020,20130101,20080818
08343329,B2,14,,11578717,20130101,20041025
08343330,B2,17,,11558940,20130101,20061113
08343331,B2,5,,12670900,20130101,20080926
08343332,B2,18,,13161953,20130101,20110616
08343333,B2,12,,11360699,20130101,20060224
08343334,B2,14,,12574115,20130101,20091006
08343335,B2,15,,12070861,20130101,20080221
08343336,B2,14,,11981309,20130101,20071030
08343337,B2,23,,12608048,20130101,20091029
08343338,B2,19,,12576553,20130101,20091009
08343339,B2,38,,12211720,20130101,20080916
08343340,B2,8,,12457678,20130101,20090618
08343341,B2,48,,13221448,20130101,20110830
08343342,B2,49,,13337950,20130101,20111227
08343343,B2,10,,12778254,20130101,20100512
08343344,B2,12,,13180857,20130101,20110712
08343345,B1,9,,12661738,20130101,20100323
08343346,B2,31,,13336262,20130101,20111223
08343347,B2,9,,12454361,20130101,20090515
08343348,B2,12,,13338692,20130101,20111228
08343349,B2,12,,13550739,20130101,20120717
08343350,B2,3,,10516405,20130101,20030617
08343351,B2,2,,11436861,20130101,20060517
08343352,B2,11,,12783816,20130101,20100520
08343353,B1,33,,12772092,20130101,20100430
08343354,B2,5,,13448654,20130101,20120417
08343355,B2,8,,13185690,20130101,20110719
08343356,B2,10,,13420906,20130101,20120315
08343357,B2,18,,12804695,20130101,20100727
08343358,B2,29,,12739925,20130101,20081030
08343359,B2,32,,10577753,20130101,20041015
08343360,B2,18,,12522936,20130101,20080108
08343361,B2,7,,12813774,20130101,20100611
08343362,B2,3,,12641135,20130101,20091217
08343363,B1,11,,12721218,20130101,20100310
08343364,B1,27,,12796585,20130101,20100608
08343365,B2,4,,11779212,20130101,20070717
08343366,B2,25,,12211006,20130101,20080915
08343367,B2,1,,12375837,20130101,20070726
08343368,B2,6,,12553015,20130101,20090902
08343369,B2,20,,13182924,20130101,20110714
08343370,B2,11,,12388949,20130101,20090219
08343371,B2,2,,12688755,20130101,20100115
08343372,B2,8,,12057975,20130101,20080328
08343373,B2,20,,12540869,20130101,20090813
08343374,B2,3,,11887548,20130101,20060328
08343375,B2,4,,12607207,20130101,20091028
08343376,B2,1,,12745777,20130101,20081106
08343377,B2,5,,12616997,20130101,20091112
08343378,B2,16,,12694306,20130101,20100127
08343379,B2,10,,12477195,20130101,20090603
08343380,B2,14,,13292598,20130101,20111109
08343381,B1,5,,12467531,20130101,20090518
08343382,B2,9,,12800904,20130101,20100524
08343383,B2,11,,12450126,20130101,20080312
08343384,B2,19,,13186537,20130101,20110720
08343385,B2,7,,13026685,20130101,20110214
08343386,B2,2,,12125012,20130101,20080521
08343387,B2,2,,12939403,20130101,20101104
08343388,B2,12,,12225029,20130101,20070306
08343389,B2,9,,12930221,20130101,20101231
08343390,B2,13,,13057202,20130101,20090803
08343391,B2,16,,12930726,20130101,20110114
08343392,B2,10,,12439456,20130101,20070830
08343393,B2,4,,12500182,20130101,20090709
08343394,B2,10,,13242375,20130101,20110923
08343395,B2,23,,13283579,20130101,20111028
08343396,B2,21,,11148183,20130101,20050609
08343397,B2,9,,11371651,20130101,20060309
08343398,B2,23,,12895704,20130101,20100930
08343399,B2,20,,13060072,20130101,20090716
08343400,B2,20,,13079847,20130101,20110405
08343401,B2,20,,13080127,20130101,20110405
08343402,B1,10,,12625354,20130101,20091124
08343403,B2,18,,12174380,20130101,20080716
08343404,B2,8,,12921135,20130101,20090306
08343405,B2,13,,12083907,20130101,20060918
08343406,B2,22,,13088595,20130101,20110418
08343407,B1,9,,12618158,20130101,20091113
08343408,B2,10,,11906362,20130101,20071003
08343409,B2,12,,12868294,20130101,20100825
08343410,B2,35,,12545288,20130101,20090821
08343411,B2,16,,12766730,20130101,20100423
08343412,B2,14,,13013576,20130101,20110125
08343413,B2,17,,12913003,20130101,20101027
08343414,B2,20,,13184745,20130101,20110718
08343415,B2,27,,13406299,20130101,20120227
08343416,B2,20,,13022244,20130101,20110207
08343417,B2,11,,12741891,20130101,20081222
08343418,B2,4,,12780239,20130101,20100514
08343419,B2,3,,13022958,20130101,20110208
08343420,B2,13,,12884511,20130101,20100917
08343421,B2,13,,12309088,20130101,20070706
08343422,B2,6,,13057984,20130101,20090706
08343423,B2,12,,12336968,20130101,20081217
08343424,B2,10,,12097082,20130101,20061215
08343425,B1,6,,12391486,20130101,20090224
08343426,B2,3,,13319670,20130101,20100510
08343427,B2,5,,12993686,20130101,20090521
08343428,B2,6,,12257589,20130101,20081024
08343429,B2,15,,12581461,20130101,20091019
08343430,B2,20,,13087066,20130101,20110414
08343431,B2,5,,12719091,20130101,20100308
08343432,B2,9,,12356692,20130101,20090121
08343433,B2,18,,12735028,20130101,20081208
08343434,B2,49,,13134076,20130101,20110526
08343435,B2,23,,12604129,20130101,20091022
08343436,B2,18,,12515009,20130101,20071113
08343437,B2,118,,12478232,20130101,20090604
08343438,B1,25,,13317747,20130101,20111026
08343439,B2,13,,12305641,20130101,20070620
08343440,B2,2,,12729572,20130101,20100323
08343441,B2,10,,12823530,20130101,20100625
08343442,B2,5,,12859176,20130101,20100818
08343443,B2,32,,12935576,20130101,20080623
08343444,B2,19,,11591335,20130101,20061101
08343445,B2,20,,12406360,20130101,20090318
08343446,B2,18,,13272662,20130101,20111013
08343447,B2,8,,12458677,20130101,20090720
08343448,B2,4,,12242437,20130101,20080930
08343449,B1,14,,13171198,20130101,20110628
08343450,B2,16,,12287368,20130101,20081008
08343451,B2,8,,12565890,20130101,20090924
08343452,B2,22,,11384706,20130101,20060320
08343453,B2,1,,12450090,20130101,20080326
08343454,B2,11,,12452794,20130101,20080625
08343455,B2,8,,11990735,20130101,20060810
08343456,B2,12,,12647645,20130101,20091228
08343457,B2,1,,13412823,20130101,20120306
08343458,B2,29,,12418116,20130101,20090403
08343459,B2,5,,12526667,20130101,20080212
08343460,B2,23,,13408580,20130101,20120229
08343461,B2,9,,12201662,20130101,20080829
08343462,B2,16,,12234147,20130101,20080919
08343463,B2,2,,12848911,20130101,20100802
08343464,B2,3,,13094079,20130101,20110426
08343465,B2,20,,12402997,20130101,20090312
08343466,B2,13,,13131770,20130101,20091119
08343467,B2,24,,11722992,20130101,20051227
08343468,B2,18,,12911150,20130101,20101025
08343469,B2,18,,12828853,20130101,20100701
08343470,B2,2,,12665368,20130101,20080614
08343471,B2,20,,13140747,20130101,20100903
08343472,B2,25,,10520414,20130101,20030723
08343473,B2,15,,12549004,20130101,20090827
08343474,B2,44,,12278939,20130101,20070209
08343475,B2,2,,12438055,20130101,20070821
08343476,B2,20,,13161720,20130101,20110616
08343477,B2,13,,11923918,20130101,20071025
08343478,B2,14,,11652937,20130101,20070111
08343479,B2,21,,11961537,20130101,20071220
08343480,B2,21,,12617042,20130101,20091112
08343481,B2,15,,12527969,20130101,20080221
08343482,B2,1,,12937866,20130101,20090408
08343483,B2,10,,12287918,20130101,20081015
08343484,B2,7,,12365808,20130101,20090204
08343485,B2,27,,13312718,20130101,20111206
08343486,B2,16,,12358078,20130101,20090122
08343487,B2,18,,13385919,20130101,20120313
08343488,B2,18,,12322488,20130101,20090202
08343489,B2,18,,12293926,20130101,20070321
08343490,B2,6,,13020387,20130101,20110203
08343491,B2,1,,12518857,20130101,20071218
08343492,B2,6,,13453224,20130101,20120423
08343493,B2,17,,12740217,20130101,20081024
08343494,B2,4,,12503778,20130101,20090715
08343495,B2,11,,12685302,20130101,20100111
08343496,B2,35,,12891169,20130101,20100927
08343497,B2,26,,12428381,20130101,20090422
08343498,B2,32,,12428395,20130101,20090422
08343499,B2,18,,13102936,20130101,20110506
08343500,B2,1,,11979224,20130101,20071031
08343501,B2,19,,12625217,20130101,20091124
08343502,B2,111,,12643869,20130101,20091221
08343503,B2,25,,12702986,20130101,20100209
08343504,B2,2,,12092368,20130101,20061026
08343505,B2,9,,12746409,20130101,20071204
08343506,B2,15,,12798796,20130101,20100412
08343507,B2,18,,13493909,20130101,20120611
08343508,B2,34,,12636315,20130101,20091211
08343509,B2,10,,13199567,20130101,20110901
08343510,B2,15,,12522636,20130101,20080110
08343511,B2,5,,12918310,20130101,20090205
08343512,B2,20,,13277919,20130101,20111020
08343513,B2,30,,10894956,20130101,20040719
08343514,B2,7,,12303953,20130101,20060606
08343515,B2,23,,12590996,20130101,20091117
08343516,B2,24,,12825238,20130101,20100628
08343517,B1,2,,13043056,20130101,20110308
08343518,B2,22,,13272037,20130101,20111012
08343519,B2,32,,10367700,20130101,20030219
08343520,B2,24,,11019827,20130101,20041222
08343521,B2,6,,11579301,20130101,20050421
08343522,B2,18,,13031655,20130101,20110222
08343523,B2,19,,12350784,20130101,20090108
08343524,B2,24,,12533937,20130101,20090731
08343525,B2,18,,12877519,20130101,20100908
08343526,B2,25,,13275398,20130101,20111018
08343527,B2,18,,11909241,20130101,20060323
08343528,B2,14,,12907717,20130101,20101019
08343529,B2,11,,13474448,20130101,20120517
08343530,B2,15,,11644852,20130101,20061222
08343531,B2,20,,12226480,20130101,20070420
08343532,B2,10,,10570697,20130101,20040906
08343533,B2,21,,12887575,20130101,20100922
08343534,B2,12,,11225949,20130101,20050914
08343535,B2,14,,12527624,20130101,20080225
08343536,B2,16,,12019477,20130101,20080124
08343537,B2,25,,13363270,20130101,20120131
08343538,B2,42,,11245084,20130101,20051007
08343539,B2,35,,12373775,20130101,20070713
08343540,B2,75,,11723645,20130101,20070321
08343541,B2,19,,12048350,20130101,20080314
08343542,B2,19,,10542283,20130101,20031121
08343543,B2,19,,13213379,20130101,20110819
08343544,B2,6,,12855226,20130101,20100812
08343545,B2,18,,10597328,20130101,20050119
08343546,B2,12,,11225834,20130101,20050913
08343547,B2,12,,11888445,20130101,20070801
